video_id,start,end,text,cluster
DDa02F5Sbxr_messageswrapped_score0.8523,32.0,38.24,That can only mean one thing Ever since I left the city you,-1
DDa02F5Sbxr_messageswrapped_score0.8523,38.24,41.760000000000005,Got a reputation for yourself now,-1
DDkwYTmxv1D_newschoolboosted_score0.9824,0.0,4.94,Jump into the next questions. I would like you to share with me your screen immediately now,-1
DDkwYTmxv1D_newschoolboosted_score0.9824,15.52,19.72,So tell me how do you handle the conflict within your team?,-1
DDkwYTmxv1D_newschoolboosted_score0.9824,21.44,26.6,"Awesome as a great questions, right? So to handle conflict within the team effectively first",-1
DDkwYTmxv1D_newschoolboosted_score0.9824,26.6,30.92,I would love to encourage an open communication within the team,-1
DFC5OTksllw_matchess.io_score0.8755,0.0,5.5200000000000005,"Hi guys, it's Anish here. I'm at Wackenzei chess tournament and remember matches.",-1
DFC5OTksllw_matchess.io_score0.8755,5.5200000000000005,11.64,I'm an ambassador for the app where you could find an opponent of your level to play over the board chess.,1
DFC5OTksllw_matchess.io_score0.8755,12.24,14.72,"Well, I've got good news for you. They've got an app right now.",1
DFC5OTksllw_matchess.io_score0.8755,14.72,18.8,Get a notification when you have someone who wants to play chess nearby you.,-1
DFC5OTksllw_matchess.io_score0.8755,19.080000000000002,21.76,So that's really great. Check them out at matches.io.,-1
DFC5OTksllw_matchess.io_score0.8755,21.76,24.36,And I think I gotta go. See you.,1
DFdXUflodut_20camels_score0.8554,0.0,2.34,What's it like to go to the doctor in Tunisia?,-1
DFdXUflodut_20camels_score0.8554,2.34,6.5200000000000005,"I've gotten sick quite a few times over the last year that I've been here in Tunisia,",-1
DFdXUflodut_20camels_score0.8554,6.5200000000000005,9.84,so I feel like I have a pretty good idea of what to expect at this point.,-1
DFdXUflodut_20camels_score0.8554,9.84,14.040000000000001,Let's say I've spent the last few hours sick and I suspect it may be food poisoning.,-1
DFdXUflodut_20camels_score0.8554,14.040000000000001,17.240000000000002,"I can enter my symptoms into this new app called Healthy Travel,",1
DFdXUflodut_20camels_score0.8554,17.240000000000002,20.66,and it'll give me an idea of what I might have based on what I'm going through.,-1
DFdXUflodut_20camels_score0.8554,20.66,24.580000000000002,"The app then leads me to find a doctor around me, anywhere I am in the world.",1
DFdXUflodut_20camels_score0.8554,24.580000000000002,27.44,"In Tunisia, there are public hospitals and private ones.",-1
DFdXUflodut_20camels_score0.8554,27.44,29.580000000000002,"Public hospitals are going to be less expensive,",-1
DFdXUflodut_20camels_score0.8554,29.580000000000002,32.28,but you're likely going to wait a lot longer to be seen.,-1
DFdXUflodut_20camels_score0.8554,32.28,36.160000000000004,So let's go in. I'm going to use Healthy Travel's translation tool to talk to the doctor.,1
DFdXUflodut_20camels_score0.8554,36.160000000000004,40.5,Tunisian Arabic. Let's start. I'm coming in today with stomach pain and I have a fever.,-1
DFdXUflodut_20camels_score0.8554,40.5,43.06,I'm coming in today with stomach pain and I have a fever.,-1
DFdXUflodut_20camels_score0.8554,43.06,45.06,I'm coming today with stomach pain and I have a fever.,-1
DFdXUflodut_20camels_score0.8554,45.06,48.82,"Since when did the pain start? If the doctor determines that you're going to need medication,",-1
DFdXUflodut_20camels_score0.8554,48.82,51.56,they'll hand write you a prescription that looks like this.,1
DFdXUflodut_20camels_score0.8554,51.56,53.74,So now we'll have to find a pharmacy that can fill it.,-1
DFdXUflodut_20camels_score0.8554,55.900000000000006,59.1,to look up a pharmacy under their Find Healthcare Services tool.,-1
DFdXUflodut_20camels_score0.8554,59.1,61.980000000000004,"Once you've gone into the pharmacy and gotten your medication,",1
DFdXUflodut_20camels_score0.8554,61.980000000000004,65.86,you'll notice that there are a series of lines drawn on the medication boxes.,1
DFdXUflodut_20camels_score0.8554,65.86,68.58,They actually show the frequency that you should take your medication.,-1
DFdXUflodut_20camels_score0.8554,68.58,72.66,"One line means one time. If you've got three, you take it once in the morning,",-1
DFdXUflodut_20camels_score0.8554,72.66,78.30000000000001,"once at midday and once at night. And if you have a hard time remembering when to take your medication,",1
DFdXUflodut_20camels_score0.8554,78.30000000000001,82.7,I found the medication reminder function in the Healthy Travel app to be really useful.,1
DFdXUflodut_20camels_score0.8554,82.7,85.52000000000001,"If you'd like to try out the Healthy Travel app on your next trip,",1
DFdXUflodut_20camels_score0.8554,85.52,88.86,it's available for download on both Android and iOS.,1
DFh2SJLPJOb_omstudio.app_score0.8676,3.0,6.0,What am I going to do when this year is over?,-1
DFh2SJLPJOb_omstudio.app_score0.8676,7.0,10.0,"Where am I going to live? Oh, maybe Chicago.",-1
DFh2SJLPJOb_omstudio.app_score0.8676,12.0,17.0,I could build a meditation room. Stop thinking.,-1
DFh2SJLPJOb_omstudio.app_score0.8676,17.0,27.0,Why is this so hard? How the hell did she do this?,-1
DFh2SJLPJOb_omstudio.app_score0.8676,27.0,29.0,She looks like a friggin' mother Teresa.,-1
DFh2SJLPJOb_omstudio.app_score0.8676,30.0,34.0,"Oh my god, kill me.",-1
DFuI9Hcu1G__luminara.care_score0.8848,0.0,6.5200000000000005,Are you ready for this? So my baby was breech.,-1
DFuI9Hcu1G__luminara.care_score0.8848,6.5200000000000005,10.84,I was two weeks into giving birth and they told me your baby's breech.,-1
DFuI9Hcu1G__luminara.care_score0.8848,10.84,15.6,"Like we have to manually flip it. And I was like, no, no, no, no, no, no.",-1
DFuI9Hcu1G__luminara.care_score0.8848,15.6,21.76,"I'm gonna tell my baby to flip. I'm gonna like, I'm gonna open space in my stomach",2
DFuI9Hcu1G__luminara.care_score0.8848,21.76,24.48,and relax so much that the baby has room to flip.,-1
DFuI9Hcu1G__luminara.care_score0.8848,24.48,27.400000000000002,"And the doctors literally were like, you're crazy.",-1
DFuI9Hcu1G__luminara.care_score0.8848,27.400000000000002,29.080000000000002,"Well, I told her she was crazy too, because I was there.",-1
DFuI9Hcu1G__luminara.care_score0.8848,29.08,32.08,"I went to this girl, she's recommended by my friend,",2
DFuI9Hcu1G__luminara.care_score0.8848,32.08,36.6,"Carly, her name is Sage. She's this amazing energy.",-1
DFuI9Hcu1G__luminara.care_score0.8848,37.44,43.08,She's a great name master. She's in Insimidas at an acupuncture center.,-1
DFuI9Hcu1G__luminara.care_score0.8848,43.08,46.0,And she gave me Reiki and I was laying there.,-1
DFuI9Hcu1G__luminara.care_score0.8848,46.0,48.56,"I was, you know how you're asleep but awake?",-1
DFuI9Hcu1G__luminara.care_score0.8848,49.4,52.92,"I never fall asleep. But oh yeah, like a transcendental sort of like,",-1
DFuI9Hcu1G__luminara.care_score0.8848,53.76,54.599999999999994,That's what I'm saying for like two minutes,-1
DFuI9Hcu1G__luminara.care_score0.8848,54.599999999999994,57.36,"in a long time. I felt the baby flipped because I was,",2
DFuI9Hcu1G__luminara.care_score0.8848,57.36,60.88,my nervous system was so relaxed that the baby had room to flip.,2
DFuI9Hcu1G__luminara.care_score0.8848,60.88,64.0,And I felt the baby flip. Then I went and told Michael the baby flipped.,-1
DFuI9Hcu1G__luminara.care_score0.8848,64.0,68.56,"He's like, you're crazy. I said, book an ultrasound tomorrow.",-1
DFuI9Hcu1G__luminara.care_score0.8848,68.56,70.76,"The baby was flipped. Yeah, trip me out.",2
DFuI9Hcu1G__luminara.care_score0.8848,70.76,71.6,True story.,-1
DG1_ecdIf7L_loopingreels_score0.9429,0.0,4.72,pls wait for it,-1
DGUWq5qp6ak_modernbrickhaus_score0.9537,0.0,11.120000000000001,Check this out.,-1
DGqZBbqp3vf_vcom_tech_score0.9156,0.0,21.62,As the,-1
DGxyLgfTCt4_sansoftwares_score0.9582,0.0,2.7,"ॐोू।।।।।। there was a foreign sister,",-1
DGyPqDMKcYK_reicapitalmgt_score0.8782,0.0,9.9,Concern tonight over US tourism as the thought of Canada becoming the 51st state and those potential tariffs have caused some Canadians to cancel their trip to the US.,-1
DGyPqDMKcYK_reicapitalmgt_score0.8782,9.9,13.68,"Unlike politically what's going on, they're attacking my country.",-1
DGyPqDMKcYK_reicapitalmgt_score0.8782,13.68,18.14,Neil Anderson is one of several Canadians canceling their trips to the United States.,-1
DGyPqDMKcYK_reicapitalmgt_score0.8782,18.14,26.8,"He and his family were planning to visit Nashville and Memphis this weekend, but after continued threats of tariffs and talk of Canadian statehood, he says he's had enough.",-1
DGyPqDMKcYK_reicapitalmgt_score0.8782,26.8,29.3,"So it's a rather big deal, a lot of money.",-1
DGyPqDMKcYK_reicapitalmgt_score0.8782,30.4,34.3,"But I just couldn't stomach it, so we booked a trip to Mexico.",-1
DGyPqDMKcYK_reicapitalmgt_score0.8782,34.3,42.2,"Tennessee has a very strong tourism industry with lower Broadway, Dollywood and whiskey industries sparing a continued interest among international travel.",-1
DGyPqDMKcYK_reicapitalmgt_score0.8782,42.2,46.6,He actually saw that have an immediate impact on travel to the United States.,-1
DGyPqDMKcYK_reicapitalmgt_score0.8782,46.6,51.400000000000006,The airline industry could also feel the effect as my honey believes fewer Canadians will book flights.,-1
DGyPqDMKcYK_reicapitalmgt_score0.8782,51.400000000000006,54.0,Nashville Canadians are very important.,-1
DGyPqDMKcYK_reicapitalmgt_score0.8782,54.0,62.7,They're the number one international market that travels here to the US and they're worth a lot of money to all of our tourism economies across the country.,-1
DGyPqDMKcYK_reicapitalmgt_score0.8782,62.7,72.6,"According to the US Travel Association, Canadians spend more than $20 billion a year in the United States and 140,000 American jobs depend on those travelers.",-1
DGyPqDMKcYK_reicapitalmgt_score0.8782,72.6,82.6,"Thinking about where to go, where to spend their money, you know, the decision becomes a little bit easier when, you know, depending on how they're viewing the US.",-1
DH6GWqqzlUU_zemithdotcom_score0.8595,0.0,7.0,Party Rock is in the house tonight Everybody just have a good time,-1
DH6GWqqzlUU_zemithdotcom_score0.8595,7.0,15.0,And we gon' make you lose your mind Everybody just have a good time,-1
DH6GWqqzlUU_zemithdotcom_score0.8595,15.0,17.0,Party Rock is in the house,-1
DHGhy9Cv0hA_bestpeers_score0.9230,3.58,18.64,under,-1
DHHSxmsSzHK_corporatedudes_score0.9782,0.0,17.0,"What you say, that you only meant well, cause you did, what you say, that it's all for the best, cause it is.",-1
DHMPtO_v_Ep_rundoyen_score0.9327,0.0,3.5,Obviously don't go and do that. Now you do whatever you like.,-1
DHMPtO_v_Ep_rundoyen_score0.9327,3.5,6.0,We can't condone anything of the sort. No we can't.,-1
DHrXsQfuJUN_readbean.app_score0.8909,4.42,7.12,"Basically, Chinese people are really smart.",-1
DHrXsQfuJUN_readbean.app_score0.8909,7.12,11.38,They have infinite tutorials on what each box does feel like.,1
DHrXsQfuJUN_readbean.app_score0.8909,11.38,15.18,What you need to do is that you search the name of the series.,-1
DHrXsQfuJUN_readbean.app_score0.8909,15.18,18.32,"For example, this one is like labubu yoga series.",-1
DHrXsQfuJUN_readbean.app_score0.8909,21.6,23.86,Literally means how it feels in your hand.,-1
DHrXsQfuJUN_readbean.app_score0.8909,23.86,29.900000000000002,You would see posts like this one that details how each box should feel like when you shake it.,-1
DHrXsQfuJUN_readbean.app_score0.8909,30.86,35.1,And they would also tell you how much each box weighs.,-1
DHrXsQfuJUN_readbean.app_score0.8909,35.1,39.58,"For example, for this secret one that we thought they would tell you,",-1
DHrXsQfuJUN_readbean.app_score0.8909,39.58,43.66,"it's not the most heavy, but it's very full vertically.",-1
DHrXsQfuJUN_readbean.app_score0.8909,43.66,47.26,And it's very very full from left to right and front and back.,-1
DHrXsQfuJUN_readbean.app_score0.8909,47.26,51.26,"So if you feel anything that's like hitting the box, it would be wrong.",-1
DHrXsQfuJUN_readbean.app_score0.8909,51.26,54.22,Which is what we felt for this one. Right.,-1
DHrXsQfuJUN_readbean.app_score0.8909,54.22,58.94,So the key is that you need to learn Chinese and really learn the wisdom of Chinese people.,-1
DI-neU5NHD-_selfplanr_score0.8563,0.0,3.16,"I just joked the band director, I got a brand new saxophone.",-1
DIA0AGjNEL7_christosfloros_score0.9188,0.0,3.3000000000000003,"If you're watching this video, you're likely watching it on Instagram.",1
DIA0AGjNEL7_christosfloros_score0.9188,3.3000000000000003,9.200000000000001,"And this is a huge problem. Because it means that everything we want to share, even though we live in Europe,",-1
DIA0AGjNEL7_christosfloros_score0.9188,9.200000000000001,11.9,"we need to share through an American filter, an American app.",1
DIA0AGjNEL7_christosfloros_score0.9188,11.9,14.5,"And right now, it doesn't look like that's the best choice.",-1
DIA0AGjNEL7_christosfloros_score0.9188,14.5,19.0,"That's what we're building, Monet. Building a social media platform that will establish new rules, new norms,",-1
DIA0AGjNEL7_christosfloros_score0.9188,19.0,21.0,into what we consider normal on social media.,-1
DIA0AGjNEL7_christosfloros_score0.9188,21.0,23.400000000000002,"I think social media is kinda f***ed, if I'm honest.",-1
DIA0AGjNEL7_christosfloros_score0.9188,23.400000000000002,25.1,It's really great for the network effect.,-1
DIA0AGjNEL7_christosfloros_score0.9188,25.1,27.1,You can share things so easily with your friends.,1
DIA0AGjNEL7_christosfloros_score0.9188,29.2,34.0,"And we're making it better. If you'd like to be one of the first people to try a new type of social media experience,",1
DIA0AGjNEL7_christosfloros_score0.9188,34.0,37.1,"sign up for Early Access, and we'll let you know when we have it.",1
DIA0AGjNEL7_christosfloros_score0.9188,37.1,43.4,"Oh, and it's totally made in Europe. Which means that the GDPR laws that protect European citizens will protect you,",-1
DIA0AGjNEL7_christosfloros_score0.9188,43.4,45.4,"wherever you are, because we're setting it as a standard.",-1
DICLCOqNKLu_getmina.co_score0.9250,0.0,7.0,I have no memory of this place.,-1
DIFFnbKP0s5_dixxonflannelco_score0.8753,0.0,2.8000000000000003,me so much in the air,-1
DIOfitpzgNL_zemithdotcom_score0.8557,0.0,7.12,"My name is Ziyad and I want to thank chatGVT for helping me do all my assignments, my",-1
DIOfitpzgNL_zemithdotcom_score0.8557,7.12,9.200000000000001,faces and everything. Thank you.,-1
DISeqOUy0l4_modernbrickhaus_score0.9444,0.0,11.36,I just need some space I just need some space,-1
DISeqOUy0l4_modernbrickhaus_score0.9444,13.200000000000001,22.8,I just need some space I just need some space,-1
DIguCUCtO1N_goodieai_score0.8955,0.0,2.84,Apple's getting sued for not releasing a product.,-1
DIguCUCtO1N_goodieai_score0.8955,2.84,5.2,"When Apple released the iPhone 16, its biggest selling point was",-1
DIguCUCtO1N_goodieai_score0.8955,9.200000000000001,11.32,Who reimagined Siri to a bunch of image generation goodness?,-1
DIguCUCtO1N_goodieai_score0.8955,11.32,15.4,AI or Apple Intelligence was going to change the iPhone forever.,1
DIguCUCtO1N_goodieai_score0.8955,15.4,18.2,"But a year later, and Apple wants you to forget all about it.",1
DIguCUCtO1N_goodieai_score0.8955,18.2,21.56,"The launch videos are gone, the features are delayed, and Apple thought they could get",1
DIguCUCtO1N_goodieai_score0.8955,21.56,23.8,"away with it, but that's where disaster struck.",-1
DIguCUCtO1N_goodieai_score0.8955,23.8,27.400000000000002,"They're now facing a class action lawsuit for false advertising, since the bulk of the",-1
DIguCUCtO1N_goodieai_score0.8955,27.4,31.2,Apple Intelligence features advertised alongside the iPhone 16 don't exist.,1
DIguCUCtO1N_goodieai_score0.8955,31.2,36.2,And this is a terrible look for Apple. The biggest competitors Google and Samsung have been spearheading AI features in the,1
DIguCUCtO1N_goodieai_score0.8955,36.2,38.04,smartphone market for multiple years now.,1
DIguCUCtO1N_goodieai_score0.8955,38.04,42.6,"Way before Apple Intelligence was even a thing, but when Apple does AI, it seemingly only",1
DIguCUCtO1N_goodieai_score0.8955,42.6,47.04,works on TV commercials. Just goes to show this AI stuff isn't as easy as it looks.,1
DIhEmkeCG0e_getmina.co_score0.9183,0.0,8.0,"What's going on? Captain, Captain! Captain, show!",-1
DIm2KOwsa0N_college_sends_score0.9277,0.0,9.0,You'll always be with me. And you'll always be my brother.,-1
DIytlvFBk5N_smallest.ai_score0.8558,0.0,24.84,built lower,-1
DJ1tQHTou4u_uniqgene_score0.8720,0.0,4.0,I don't want nobody listening. I see the whole precision.,-1
DJ1tQHTou4u_uniqgene_score0.8720,4.0,6.0,Give me my all in this.,-1
DJ2F8I9MroL_best.outfits.today_score0.9420,4.92,6.74,caught,-1
DJGGNBTRiD9_duncanyounot_score0.8662,0.0,7.72,"So Joseph, why are you doing this? And every time I ask my friends to go, they say, who?",-1
DJGGNBTRiD9_duncanyounot_score0.8662,7.72,10.76,"Like, I shouldn't have to explain the artistic genius of a band",-1
DJGGNBTRiD9_duncanyounot_score0.8662,10.76,14.72,"that makes music for vegetarians. Right, so you use two tickets?",-1
DJGGNBTRiD9_duncanyounot_score0.8662,14.72,19.400000000000002,"Yeah, I put out a twot looking And now I'm eating Cam at the show.",-1
DJGGNBTRiD9_duncanyounot_score0.8662,21.36,24.76,People who get it will find you. You can connect and chat with your matches,-1
DJGGNBTRiD9_duncanyounot_score0.8662,24.76,27.72,"and decide who you wanna go with. Wow, a new friend with the same interests.",-1
DJGGNBTRiD9_duncanyounot_score0.8662,27.72,34.48,"Yeah, look, I chose to go with Cameron I think it's time we head to the venue.",-1
DJGGNBTRiD9_duncanyounot_score0.8662,34.48,38.2,"So how are you feeling? Excited, but I hope that the same diehard fan as me.",-1
DJGGNBTRiD9_duncanyounot_score0.8662,38.2,42.32,They swore I missed the bacon. They'd say I had made a mistake.,-1
DJGGNBTRiD9_duncanyounot_score0.8662,42.32,46.44,"No one told me it'd be easy, but I'll never take a break.",-1
DJGGNBTRiD9_duncanyounot_score0.8662,47.96,50.120000000000005,This was easily top five nights of my life.,-1
DJGGNBTRiD9_duncanyounot_score0.8662,50.120000000000005,54.879999999999995,I wouldn't have had this experience if it wasn't for two tickets.,-1
DJGGNBTRiD9_duncanyounot_score0.8662,54.879999999999995,59.04,"Skip swiping, start twoting. Although you may not be able to see the Bottle Rockets,",-1
DJGGNBTRiD9_duncanyounot_score0.8662,59.04,61.36,you can find other events you're interested in on the app,1
DJGGNBTRiD9_duncanyounot_score0.8662,61.36,63.44,and me new people with similar interests.,-1
DJTg-qthIZ-_monopolymccann_score0.9274,0.0,2.2,This is day four of testing unethical ways,-1
DJTg-qthIZ-_monopolymccann_score0.9274,2.2,5.24,to make money online. Today we've got selling bullshit artworks on Facebook.,-1
DJTg-qthIZ-_monopolymccann_score0.9274,6.2,8.52,"Well, first off, let me say I'm not much of an artist.",-1
DJTg-qthIZ-_monopolymccann_score0.9274,9.36,12.16,I was doing this exact same method and making a killing doing it.,-1
DJTg-qthIZ-_monopolymccann_score0.9274,12.16,15.52,"It all started at Kmart, where I'd quickly buy up any prints that they had on clearance.",-1
DJTg-qthIZ-_monopolymccann_score0.9274,15.52,16.92,"After that, you want to stop by Bunnings",-1
DJTg-qthIZ-_monopolymccann_score0.9274,16.92,19.36,and pick up a big bucket of joint compound.,-1
DJTg-qthIZ-_monopolymccann_score0.9274,19.36,22.64,"$60 sounds expensive, but this will make you about 20 artworks.",-1
DJTg-qthIZ-_monopolymccann_score0.9274,22.64,25.76,Now it's time for the fun part. Slap on a large helping of your joint compound,-1
DJTg-qthIZ-_monopolymccann_score0.9274,25.76,28.44,on top of that canvas you bought and let your imagination run free.,-1
DJTg-qthIZ-_monopolymccann_score0.9274,28.44,31.96,"There's no rhyme or rhythm to this. Trust me, I would even use my fingers",-1
DJTg-qthIZ-_monopolymccann_score0.9274,31.96,34.160000000000004,to just smear this stuff all around the canvas.,-1
DJTg-qthIZ-_monopolymccann_score0.9274,34.160000000000004,37.04,"Once it's satisfied, let it dry, and then it's time to stage the photos.",1
DJTg-qthIZ-_monopolymccann_score0.9274,37.04,39.0,Position your new artwork nicely on the wall,-1
DJTg-qthIZ-_monopolymccann_score0.9274,39.0,41.88,and take some high quality photos to make sure your listing gets seen.,1
DJTg-qthIZ-_monopolymccann_score0.9274,41.88,44.68,And that's all there is to it. Slap this on Facebook Marketplace,-1
DJTg-qthIZ-_monopolymccann_score0.9274,44.68,46.480000000000004,and wait for the DMs to start rolling in,-1
DJTg-qthIZ-_monopolymccann_score0.9274,46.480000000000004,49.28,from middle-aged months. I can't even tell you how many of these I sold,-1
DJTg-qthIZ-_monopolymccann_score0.9274,49.28,53.64,at an average of $250 to $300 a piece for around 10 minutes worth of work.,-1
DJTg-qthIZ-_monopolymccann_score0.9274,53.64,55.400000000000006,I test new methods like this every single week.,-1
DJTg-qthIZ-_monopolymccann_score0.9274,55.400000000000006,56.64,"So if you have something you want me to test,",-1
DJTg-qthIZ-_monopolymccann_score0.9274,56.64,58.400000000000006,drop it in the comments or comment discord,1
DJTg-qthIZ-_monopolymccann_score0.9274,58.4,60.12,and I'll add you to the community.,-1
DK2OehgMToz_goodieai_score0.8948,0.0,6.5200000000000005,"Ohio State just declared AI fluency, Using AI is no longer just an option.",1
DK2OehgMToz_goodieai_score0.8948,6.5200000000000005,9.52,Universities everywhere are freaking out about chat GPT.,-1
DK2OehgMToz_goodieai_score0.8948,9.52,14.16,"Stanford ran it, MIT restricted it, but Ohio State just announced every single student,",-1
DK2OehgMToz_goodieai_score0.8948,14.16,19.76,"art majors, pre-med business, everyone has to graduate fluent in AI starting this fall.",-1
DK2OehgMToz_goodieai_score0.8948,19.76,23.72,"If not, you can't graduate. They're calling their graduates bilingual,",-1
DK2OehgMToz_goodieai_score0.8948,23.72,28.52,fluent in their major and AI. Class of 2029 will be the first generation to graduate,-1
DK2OehgMToz_goodieai_score0.8948,28.52,31.56,actually knowing how to work with artificial intelligence.,1
DK2OehgMToz_goodieai_score0.8948,31.56,36.44,But this is absolutely insane. Ohio State just forced every other school in the country,-1
DK2OehgMToz_goodieai_score0.8948,36.44,41.36,into an impossible position. Either copy them or watch their graduates become unemployable.,-1
DK2OehgMToz_goodieai_score0.8948,41.36,45.2,Can you compete in a world? Run by algorithms if you don't speak the language.,-1
DKZaGP8TE_f_msmcoretechinnovations_score0.9082,9.82,21.900000000000002,अ� Bast blades based,-1
DKxF5rTofJc_measuretools_score0.8997,0.0,7.0,I don't know why these folks can't stand me,-1
DLcak57p5pu_conradbeckham_score0.8523,0.0,4.0,"Kalyan, where are we going next? We are going to Kalyan.",-1
DLibd9siah0_frontendleadapp_score0.8853,0.0,5.68,Somebody's watching me is my anxiety I'm trying to try and do more,-1
DLibd9siah0_frontendleadapp_score0.8853,5.68,9.28,I'm trying to try and keep trying to try and do more,-1
DLibd9siah0_frontendleadapp_score0.8853,9.28,11.84,"I'm trying to stay, I'm trying to...",1
DLp2AtjNq60_filatov.design_score0.8590,0.0,6.0,"This tool lets you organize your entire design process from first idea to final feedback, all in one place.",1
DLp2AtjNq60_filatov.design_score0.8590,8.3,13.1,It's a new platform built for designers to capture and organize their creative process in one place.,1
DLp2AtjNq60_filatov.design_score0.8590,13.1,15.8,Create a new project and simply drag and drop anything.,1
DLp2AtjNq60_filatov.design_score0.8590,18.8,20.7,This is your personal visual workspace.,1
DLp2AtjNq60_filatov.design_score0.8590,20.7,23.7,"It feels like Pinterest, but it's built for real creative work.",1
DLp2AtjNq60_filatov.design_score0.8590,24.2,27.400000000000002,"Use StackView to neatly group different parts of your project,",-1
DLp2AtjNq60_filatov.design_score0.8590,27.5,32.6,"grid for quick overviews, or timeline view to visualize how your ideas evolve over time.",1
DLp2AtjNq60_filatov.design_score0.8590,32.6,36.1,"It's flexible, organized, and actually fun to use.",1
DLp2AtjNq60_filatov.design_score0.8590,36.1,38.2,"Plus, Viewport makes collaboration smooth.",1
DLp2AtjNq60_filatov.design_score0.8590,38.2,43.1,Just share your project and clients or teammates can drop comments exactly where they matter.,1
DLp2AtjNq60_filatov.design_score0.8590,43.1,45.3,"And here's my favorite part, Viewport QuickShot.",-1
DLp2AtjNq60_filatov.design_score0.8590,45.3,50.5,It's a Mac screenshot tool that lets you capture anything and instantly save it to your project in Viewport.,1
DLp2AtjNq60_filatov.design_score0.8590,50.5,56.2,"Perfect for showcasing your portfolio, walking clients through your process, or just organizing inspiration.",1
DLp2AtjNq60_filatov.design_score0.8590,56.2,58.800000000000004,Comment Viewport and I'll send you the link to try it out.,1
DMEjw6_uOiH_readbean.app_score0.9154,0.0,6.2,ASSHOLE I'll forever remember you,-1
DMNxLl-xltY_camebbenracing_score0.8814,0.0,4.16,Have you ever been passed by a sim racing alien and wondered what sim are they using?,-1
DMNxLl-xltY_camebbenracing_score0.8814,4.16,11.28,Well now there's a way to find out. This is the MySim platform from ReadySetSim where racers anywhere from aliens to beginners,-1
DMNxLl-xltY_camebbenracing_score0.8814,11.28,15.68,"can showcase their sims, browse other racers' sims, and interact with the community.",-1
DMNxLl-xltY_camebbenracing_score0.8814,15.68,19.2,Think of it as your personal sim rig profile built by you.,-1
DMNxLl-xltY_camebbenracing_score0.8814,19.2,24.32,The best part is there's plenty of filters to help you find similar builds or just get inspired.,1
DMNxLl-xltY_camebbenracing_score0.8814,24.32,26.16,Tag someone who sim you want to see.,-1
DMOzngkJE-S_jacchalz_score0.8666,5.12,12.68,Quick question a Are you a magician? Because every time I look at you everything else disappears,-1
DMOzngkJE-S_jacchalz_score0.8666,15.52,20.92,What's your name why did you get that that beautiful smile,-1
DMOzngkJE-S_jacchalz_score0.8666,23.240000000000002,28.400000000000002,Are you single actually how about I take you out on a date does that sound good?,-1
DMOzngkJE-S_jacchalz_score0.8666,32.72,35.88,My name is Jack you can call me for a seat oh,-1
DMOzngkJE-S_jacchalz_score0.8666,37.32,41.6,"All right, so I got your number and then I'll just text you nice talking to you",1
DMOzngkJE-S_jacchalz_score0.8666,42.480000000000004,48.519999999999996,All right. Have a nice one. Oh Let me share with you some good news before you leave,-1
DMOzngkJE-S_jacchalz_score0.8666,48.519999999999996,54.96,I'm so I was texting this girl and I got stuck on what to say next so I went to the app store and downloaded Dizzy,1
DMOzngkJE-S_jacchalz_score0.8666,55.480000000000004,59.88,After that I applauded the convo and they up gave me the perfect response instant,-1
DMOzngkJE-S_jacchalz_score0.8666,60.2,62.96,Sent it and she replied back in seconds,-1
DMOzngkJE-S_jacchalz_score0.8666,63.08,69.72,They even have got a full dating coach inside the app where you can literally just ask anything and they all pray book full of the best,-1
DMOzngkJE-S_jacchalz_score0.8666,69.72,74.42,Pickup lines and tips so download Dizzy. It's just like having game in your pocket,1
DMPran7vVtO_bestapps.ai_score0.8885,0.0,4.24,Go to this website to generate your e-commerce store in 30 seconds without paying a dime and in,-1
DMPran7vVtO_bestapps.ai_score0.8885,9.120000000000001,14.96,"Step 1. Write what your business does here, then select e-commerce here. Step 2. Connect your site",-1
DMPran7vVtO_bestapps.ai_score0.8885,14.96,19.52,"with WooCommerce to unlock powerful e-commerce features like industry-specific templates,",-1
DMPran7vVtO_bestapps.ai_score0.8885,19.52,25.2,"product management, and even stripe integration. Step 3. Click Preview to see your site live.",-1
DMPran7vVtO_bestapps.ai_score0.8885,25.2,30.8,"It looks incredible, like something you'd pay $1,000 for. Every product you set up will be there.",1
DMPran7vVtO_bestapps.ai_score0.8885,30.8,35.76,One click away from being purchased. Comment website and we will grant you access right now.,1
DMXzBRnxAi9_themrtechking_score0.8737,0.0,3.04,"three websites that feel illegal to know. Part one, three, nine.",-1
DMXzBRnxAi9_themrtechking_score0.8737,3.04,8.16,This is the first website. You can automate your TTRPG note taking and organize your entire,1
DMXzBRnxAi9_themrtechking_score0.8737,8.16,13.040000000000001,campaign for your D&D. Here is the second website. There are over 200 plus free tools,1
DMXzBRnxAi9_themrtechking_score0.8737,13.040000000000001,19.8,"from PDF, image, text, unit, developer, and more. Finally, the third and last website.",-1
DMXzBRnxAi9_themrtechking_score0.8737,19.8,25.36,You can turn your ideas into captivating videos effortlessly. No technical skills required.,1
DMigiKwpkyw_storyceptionhq_score0.8745,0.0,17.2,Thank you.,-1
DMplzf5PMqu_wassup_bhopal_score0.8565,7.0,17.0,"Sure. No way, it's just one scan and I can add a review on any platform.",-1
DMplzf5PMqu_wassup_bhopal_score0.8565,17.0,23.0,"Yes, we use Wow! reviews. It's open up directly to Google, Facebook and even a private feedback form.",-1
